policy_id,customer_id,agent_id,last_payment_dt,policy_issue_dt,sum_assured,policy_premium,nb_riders,rider_premium,time_stamp_x,last_termination_dt,time_stamp_y,customer_marital_cd,customer_age,customer_social_group,customer_income,customer_additional_products,time_stamp_x,agent_age,agent_tenure,agent_active_portfolio,agent_inactive_portfolio,time_stamp_y,contact_channel_broker,contact_channel_direct,contact_channel_partnership,product_code_BP_00170090,product_code_BP_00334803,product_code_BP_00479053,product_code_BP_01087308,product_code_BP_01127451,product_code_BP_01183560,product_code_BP_01260044,product_code_BP_01308135,product_code_BP_01653768,product_code_BP_01817929,product_code_BP_01976597,product_code_BP_02048854,product_code_BP_02051691,product_code_BP_02392541,product_code_BP_02399030,product_code_BP_02483900,product_code_BP_02602657,product_code_BP_02713903,product_code_BP_03569413,product_code_BP_03610818,product_code_BP_03740581,product_code_BP_03765630,product_code_BP_03919759,product_code_BP_03922794,product_code_BP_04023598,product_code_BP_04044020,product_code_BP_04229248,product_code_BP_04345985,product_code_BP_04399222,product_code_BP_04624090,product_code_BP_04707731,product_code_BP_04904952,product_code_BP_05169954,product_code_BP_05367939,product_code_BP_05538098,product_code_BP_06134513,product_code_BP_06342177,product_code_BP_06646153,product_code_BP_06758239,product_code_BP_07119562,product_code_BP_07570704,product_code_BP_07665809,product_code_BP_07668115,product_code_BP_07897771,product_code_BP_08252793,product_code_BP_08384630,product_code_BP_08525135,product_code_BP_09034941,product_code_BP_09208081,product_code_BP_09391664,product_code_BP_09426101,product_code_BP_09740724,product_code_BP_09825120,product_code_BP_09828249,policy_status_cd_B,last_policy_status_cancelled,customer_origin_new,customer_gender_F,customer_gender_M,agent_status_inactive
P_02551187,C_09615571,AG_04933350,2016-11-30,2015-10-31,1159000.0,1600.0,2.0,1400.0,2017-01-31,2017-11-30,2018-01-31,1,30.0,-1.0,50000.0,2,2017-01-31,30.0,2,206.0,64.0,2017-01-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
P_02379716,C_02722302,AG_04933350,2016-09-30,2015-09-30,1360000.0,1600.0,1.0,1100.0,2017-01-31,,2018-01-31,2,40.0,6.0,115000.0,1,2017-01-31,30.0,2,206.0,64.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
P_01656509,C_07838220,AG_04933350,2016-12-31,2015-12-31,1144000.0,1500.0,2.0,1400.0,2017-01-31,,2018-01-31,1,30.0,3.0,70000.0,1,2017-01-31,30.0,2,206.0,64.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
P_09926557,C_08962230,AG_08689075,2016-12-31,2016-07-31,1360000.0,2500.0,3.0,1500.0,2017-01-31,2017-05-31,2018-01-31,2,40.0,4.0,90000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
P_09774745,C_00667016,AG_08689075,2016-06-30,2016-02-29,1180000.0,1600.0,2.0,1100.0,2017-01-31,,2018-01-31,2,35.0,3.0,95000.0,5,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_09552705,C_07359967,AG_08689075,2016-05-31,2016-05-31,1720000.0,2400.0,2.0,1300.0,2017-01-31,,2018-01-31,2,35.0,6.0,75000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_09517051,C_08323942,AG_08689075,2016-08-31,2016-08-31,1360000.0,1400.0,2.0,1200.0,2017-01-31,,2018-01-31,2,35.0,7.0,175000.0,5,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_06965002,C_08323942,AG_08689075,2016-09-30,2016-09-30,1360000.0,1400.0,2.0,1200.0,2017-01-31,,2018-01-31,2,35.0,7.0,175000.0,5,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_04875468,C_08323942,AG_08689075,2016-09-30,2016-09-30,1360000.0,1700.0,2.0,1500.0,2017-01-31,,2018-01-31,2,35.0,7.0,175000.0,5,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_00149947,C_08323942,AG_08689075,2016-08-31,2016-08-31,1720000.0,2200.0,3.0,1800.0,2017-01-31,,2018-01-31,2,35.0,7.0,175000.0,5,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_09439245,C_02742436,AG_08689075,2016-12-31,2011-12-31,1360000.0,1900.0,2.0,1400.0,2017-01-31,,2018-01-31,2,45.0,4.0,115000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_08708700,C_05248873,AG_08689075,2016-09-30,2015-09-30,1720000.0,4400.0,3.0,3300.0,2017-01-31,,2018-01-31,2,35.0,7.0,170000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_08350228,C_03997968,AG_08689075,2016-11-30,2016-11-30,1180000.0,2500.0,3.0,1700.0,2017-01-31,,2018-01-31,2,35.0,4.0,70000.0,8,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P_08271307,C_03826027,AG_08689075,2016-09-30,2015-09-30,1360000.0,2300.0,3.0,1700.0,2017-01-31,,2018-01-31,2,40.0,4.0,80000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_08146798,C_09263557,AG_08689075,2016-04-30,2015-04-30,1360000.0,1400.0,2.0,1100.0,2017-01-31,,2018-01-31,1,30.0,9.0,70000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_01705760,C_09263557,AG_08689075,2016-04-30,2015-04-30,1144000.0,1200.0,2.0,1100.0,2017-01-31,,2018-01-31,1,30.0,9.0,70000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_07778358,C_07325829,AG_08689075,2016-09-30,2015-09-30,1152000.0,1500.0,3.0,1300.0,2017-01-31,,2018-01-31,0,50.0,4.0,70000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_07766659,C_08517717,AG_08689075,2016-10-31,2015-07-31,1540000.0,2000.0,2.0,1200.0,2017-01-31,,2018-01-31,2,40.0,2.0,80000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_07576978,C_08338327,AG_08689075,2016-10-31,2016-06-30,1360000.0,2100.0,2.0,1200.0,2017-01-31,,2018-01-31,2,40.0,6.0,75000.0,6,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_07000840,C_09305370,AG_08689075,2016-11-30,2015-11-30,1216000.0,1300.0,2.0,1100.0,2017-01-31,,2018-01-31,2,35.0,6.0,75000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P_06508613,C_03882534,AG_08689075,2016-09-30,2015-08-31,1216000.0,1300.0,2.0,1100.0,2017-01-31,,2018-01-31,1,25.0,9.0,70000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_01624523,C_03882534,AG_08689075,2016-09-30,2015-08-31,1360000.0,1600.0,2.0,1100.0,2017-01-31,,2018-01-31,1,25.0,9.0,70000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_06077584,C_01239003,AG_08689075,2016-09-30,2014-08-31,1720000.0,2200.0,2.0,1200.0,2017-01-31,,2018-01-31,2,40.0,7.0,80000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_06055116,C_09707237,AG_08689075,2016-08-31,2016-08-31,1108000.0,1700.0,3.0,1400.0,2017-01-31,,2018-01-31,2,35.0,4.0,70000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P_05720691,C_07913007,AG_08689075,2016-12-31,2015-11-30,2080000.0,4300.0,1.0,1600.0,2017-01-31,,2018-01-31,2,50.0,6.0,205000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_05597332,C_09634812,AG_08689075,2016-06-30,2015-06-30,1360000.0,4500.0,3.0,3500.0,2017-01-31,,2018-01-31,2,40.0,2.0,80000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
P_05532070,C_02519081,AG_08689075,2016-10-31,2016-09-30,1072000.0,1900.0,2.0,1100.0,2017-01-31,,2018-01-31,2,55.0,1.0,55000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_05477847,C_09012204,AG_08689075,2016-04-30,2015-04-30,1144000.0,1300.0,3.0,1200.0,2017-01-31,2017-05-31,2018-01-31,1,30.0,4.0,80000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
P_04990908,C_09325941,AG_08689075,2016-10-31,2011-10-31,1144000.0,2600.0,3.0,2000.0,2017-01-31,,2018-01-31,1,45.0,2.0,70000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_04924794,C_06226767,AG_08689075,2016-08-31,2014-06-30,1072000.0,1200.0,0.0,0.0,2017-01-31,,2018-01-31,3,50.0,1.0,50000.0,7,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_04758660,C_06202012,AG_08689075,2016-11-30,2015-10-31,1216000.0,1400.0,2.0,1100.0,2017-01-31,,2018-01-31,2,35.0,6.0,70000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_04680302,C_00259797,AG_08689075,2016-10-31,2015-08-31,1720000.0,2400.0,3.0,1500.0,2017-01-31,,2018-01-31,2,35.0,1.0,95000.0,5,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_04533012,C_00336021,AG_08689075,2016-10-31,2015-10-31,1360000.0,1700.0,2.0,1100.0,2017-01-31,,2018-01-31,2,40.0,2.0,65000.0,5,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_04333888,C_09498786,AG_08689075,2016-03-31,2015-04-30,1360000.0,1700.0,3.0,1400.0,2017-01-31,2017-05-31,2018-01-31,2,35.0,2.0,75000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
P_04195311,C_06295346,AG_08689075,2016-07-31,2016-04-30,1360000.0,2100.0,2.0,1200.0,2017-01-31,,2018-01-31,2,45.0,4.0,115000.0,9,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P_03896876,C_02953095,AG_08689075,2016-06-30,2014-05-31,1216000.0,1500.0,1.0,1100.0,2017-01-31,,2018-01-31,2,45.0,7.0,100000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_03671280,C_02348157,AG_08689075,2016-10-31,2015-09-30,1720000.0,2500.0,2.0,1400.0,2017-01-31,,2018-01-31,2,50.0,8.0,100000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_03603521,C_01256948,AG_08689075,2016-10-31,2016-09-30,1360000.0,2000.0,2.0,1200.0,2017-01-31,,2018-01-31,2,45.0,2.0,890000.0,4,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P_03432452,C_05276945,AG_08689075,2016-11-30,2015-10-31,1144000.0,1600.0,2.0,1100.0,2017-01-31,,2018-01-31,2,50.0,8.0,200000.0,7,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_03415143,C_04961001,AG_08689075,2016-03-31,2014-03-31,1360000.0,1800.0,1.0,1100.0,2017-01-31,,2018-01-31,2,45.0,6.0,155000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_02858428,C_00644243,AG_08689075,2016-04-30,2015-03-31,1720000.0,2500.0,1.0,1300.0,2017-01-31,,2018-01-31,2,50.0,4.0,80000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_02673419,C_06514597,AG_08689075,2016-11-30,2014-10-31,1720000.0,2700.0,2.0,1300.0,2017-01-31,,2018-01-31,2,40.0,7.0,110000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_02644207,C_01131697,AG_08689075,2016-10-31,2014-10-31,1144000.0,2800.0,3.0,1800.0,2017-01-31,,2018-01-31,2,55.0,2.0,90000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P_02553089,C_05761791,AG_08689075,2016-09-30,2015-09-30,1720000.0,4300.0,3.0,3600.0,2017-01-31,,2018-01-31,2,35.0,7.0,115000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P_02287884,C_01926580,AG_08689075,2016-11-30,2012-11-30,1720000.0,4200.0,2.0,1800.0,2017-01-31,,2018-01-31,2,50.0,7.0,460000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_01328900,C_01926580,AG_08689075,2016-08-31,2013-07-31,3447000.0,7400.0,2.0,2100.0,2017-01-31,,2018-01-31,2,50.0,7.0,460000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_02157481,C_08390631,AG_08689075,2016-08-31,2016-08-31,1108000.0,1800.0,3.0,1300.0,2017-01-31,,2018-01-31,2,35.0,4.0,85000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_02120980,C_00604686,AG_08689075,2016-06-30,2016-06-30,1720000.0,2100.0,2.0,1200.0,2017-01-31,,2018-01-31,2,40.0,6.0,2185000.0,9,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_01725537,C_01681268,AG_08689075,2016-03-31,2016-03-31,1216000.0,2000.0,2.0,1200.0,2017-01-31,,2018-01-31,2,45.0,4.0,55000.0,3,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P_01564233,C_03476560,AG_08689075,2016-07-31,2016-07-31,1360000.0,2400.0,3.0,2000.0,2017-01-31,,2018-01-31,2,35.0,5.0,75000.0,8,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_01326340,C_03208979,AG_08689075,2016-03-31,2015-04-30,1360000.0,1500.0,3.0,1300.0,2017-01-31,2017-05-31,2018-01-31,1,35.0,2.0,70000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
P_01220714,C_04311945,AG_08689075,2016-01-31,2015-02-28,1360000.0,1500.0,1.0,1100.0,2017-01-31,,2018-01-31,2,45.0,4.0,375000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P_01082019,C_03423605,AG_08689075,2016-03-31,2015-04-30,1216000.0,1300.0,3.0,1200.0,2017-01-31,2017-05-31,2018-01-31,1,30.0,7.0,55000.0,2,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
P_00977251,C_01147884,AG_08689075,2016-12-31,2015-09-30,1216000.0,2200.0,3.0,1600.0,2017-01-31,,2018-01-31,2,35.0,3.0,90000.0,1,2017-01-31,55.0,3,649.0,146.0,2017-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
